TRADER,n_trades,avg_from_amount,avg_to_amount,cluster
osmo136wrasqzaplzsakzf62g0czq3jeh6wxnfuef88,9,58925000.0,104497144.55555555,0.0
osmo136xh47c63vs9g90e2xf93rphgylu83h5exj0yy,1,220000.0,161115.0,0.0
osmo1370fn26kj4r7780clfsuqxg5xrw2jf66e3gda4,1,32764902.0,368185401.0,0.0
osmo1374pnjll4nseqrdyh48rt572lmx297xmhtg4nf,1,100.0,6.0,0.0
osmo1376h7kj6jwzwnja5xn68fdx6zkkacar48gy6fm,1,18431468.0,1661575.0,0.0
osmo1378dsqjt8xcucrqlmvs0v9s8enm9kv8d8dv4g2,1,100.0,6.0,0.0
osmo1378mvfm9nqa05p46z537lnctgde4jsj3jv254r,1,100.0,6.0,0.0
osmo137am4vdy2npzlukfy0xsndlxwrtg70njzs3g6s,5,29990235.4,5390853.2,0.0
osmo137c2fmkmkvty62erq6zeeecxc3rjtjc67v7zf5,2,1.75e+18,36431951.0,0.0
osmo137cvdc75vzem6ah6ed267cpmqy3g4xx59vw2h6,1,2252141.0,24849217.0,0.0
osmo137dshqkvcyh0q3d6u6zqfyzksfnnkw2f4430hh,1,100.0,6.0,0.0
osmo137duttptj2xgj8x0shxhqg6cmrjspvuaqs5nyr,2,9309908.5,26011041.0,0.0
osmo137dyr4h5ldmhktxjtx8gqy6ajx96aw4auravmd,1,174000000.0,210299108.0,0.0
osmo137f0j2rl2v9s4pfgsectkuqpsn97yxel4kfark,1,201000000.0,18726452.0,0.0
osmo137flpclz6u3mmnrjwt7yr5xg59r7rfew653wpq,1,100.0,6.0,0.0
osmo137fvwg20etens0khp6nrpcxudn7f6xaze385cj,1,1.1701094295566414e+21,1875672.0,0.0
osmo137gzspr0rasd2vkxvs37eexazqustzl8jrf7kn,2,59704036.5,73606760.5,0.0
osmo137j9k8xkqeuq97k3mgmuzm2nktltvg98fq7n3z,1,100.0,6.0,0.0
osmo137ky7xrfqz2rc6gz0v5hz0vz9f2dt6jz43kwp3,1,100.0,6.0,0.0
osmo137kzek96lpz9kfqe3tt0xwlucavqh8k50n97nq,1,2.6482817440277823e+19,391214146.0,0.0
osmo137lj29nn44gm7slff4lu20fw5kllzkns0f937r,4,455542528.0,7539507.75,0.0
osmo137nq28cn2w5dn0juwrf8ydrqsgpndvkqcepthf,3,7859182.333333333,34938264.0,0.0
osmo137nu6fcxs2c9acfdc4fws3q99kgqc8qus3recc,2,747844.5,35784629.5,0.0
osmo137nv58v5vesv4t0y0tqqqyksf6gqrum54kfqpe,5,6208000.0,3.068123791153804e+19,0.0
osmo137p2qrs3qw00c28679pwu4a76md48q8zsesw3x,20,250647007.8,345633807.3,0.0
osmo137tkk4surqq7w33udw0fqf4fha5yns2332mwcf,1,60000000.0,8991543.0,0.0
osmo137vla9f5eezml5wznhf8rnphv6rf4v09jxc5g3,1,100.0,6.0,0.0
osmo137w8w3cszp6u2u8rfjk5a54ycq0fktpgzjptqn,16,6.719348408132766e+18,29705868896.8125,0.0
osmo137wlmskqyrdpp6v2f2ycy723065qfxcadyqdpl,1,100.0,6.0,0.0
osmo137ya0yahf2hl45l4shen3x85zdereaxjm0qmtp,1,90000.0,1287138.0,0.0
osmo137zh0l3tpv7779p2sutkqpxcm9w5zfhtzppxf4,1,100.0,6.0,0.0
osmo137zrc8keagw3p7uvlwd93wq43lfxzwpvd5q04v,1,100.0,6.0,0.0
osmo138469fjp3jkddrgcqcd2ulhu62u3d9ycx5u8fn,8,542838322.5,43698709.125,0.0
osmo1385zfq3c3z2d8tqldn4u0g6vlqmdek2dg7q9cl,6,12540708.833333334,1417546.3333333333,0.0
osmo1387htldezj0d5sjh3a8de5vthasjg2hmceys5s,2,1.2385730586042114e+16,64886878.5,0.0
osmo1387twcs2gwzh3pmrwjrycwzvxpycdtv4w0zurf,13,278746153.84615386,1.6716309346993186e+20,0.0
osmo1387zfawsz0gd4vp0jwparfem3sjcfy5aeplpxw,3,7.900000000003834e+18,488107.3333333333,0.0
osmo138897rghcgukk8vumm9u2z7q950mwksadl244a,28,472232142.85714287,45956164381.75,0.0
osmo13896dynwrw8k4hsuaht3gg7qm946emarg3rj43,6,8.083333333349084e+18,1342382.3333333333,0.0
osmo138dclu3cvh3flqtnzevhhvcdyn3zcgvr5x3llf,1,100.0,6.0,0.0
osmo138ers86ald5vprc0vl59zvqvhcjjdhts7lfe9v,1,100.0,6.0,0.0
osmo138lz5ylp95uz9cj8grl9pmywcjjfsy0zakrsr0,1,100.0,6.0,0.0
osmo138ney5rsjl2zteez3yc75dw07j25tkamx9vfjw,1,100.0,6.0,0.0
osmo138uuvrztdaxksu0eg5pghjv70ds8ky6gtuvelq,1,5000000.0,466999518.0,0.0
osmo138x0ldcgzcns794vpsz0uqd8fal7jxm03nfaq4,1,1500000.0,4898012.0,0.0
osmo138zn9as2cnf59s74jtr6k426e9pwa8hgxwh2rj,1,100.0,6.0,0.0
osmo139243jwugluf4x4tv3tn908h44h6m08yr4u2ra,6,3772211961.1666665,1242227546.0,0.0
osmo1392vmkuqyzy4upqlwuu42nfq004gfgw2lde9gq,4,3.250000000001275e+18,2899448.25,0.0
osmo13938qj7y7k5xh8kx6d79yshaua65pxq8qxsfyn,1,100.0,6.0,0.0
osmo13959x7zm49jaeyrfeltjkwz8adu8p0r08sx627,1,9000000.0,9172774.0,0.0
osmo13973ey0atuw05wvg0rg38z3zwskup9jksfstq4,1,35439199.0,23981001.0,0.0
osmo1399juvmrxytx5u54970zxkd8hz39669massyr7,2,2.5829282670254578e+20,167391036.5,0.0
osmo139anf5uv3nefesxrm8gn70c4ufcu36l6jrndgq,1,3894859.0,4185550.0,0.0
osmo139dlsgypj0qff90hsl7ggt05xdxp6cuv9y79pp,1,100.0,6.0,0.0
osmo139dx7043f62xxjj0kr92x9an5x35f7jx22kfj5,2,3105000.0,3007380.0,0.0
osmo139e5472e7ws8ks62ca2cvnu4sd7rufftw525wt,1,100.0,6.0,0.0
osmo139ehxq9xmfrksm6kl6ufsacdry64t34wwp7veh,1,100.0,6.0,0.0
osmo139h9zmp53my4dkmpszw4s6enedavylnwts9x2p,4,6950435.75,1040954.0,0.0
osmo139ke37nyx4c3qz8m66r9d306vjf75udve32p9k,1,100.0,6.0,0.0
osmo139kj04jtul7meq9mwk3k005nma802ptrufgkdd,1,100.0,6.0,0.0
osmo139lhcfrnaajp02z84h77cw2nqjy0ztzan8yfhw,1,100.0,6.0,0.0
osmo139q60xl58vnn7kaja9n5alk27dzttg5y6l362p,1,100.0,6.0,0.0
osmo139qwklrc3ldfkfkwalnmha6f8esuwhxfmss227,1,10400000.0,3.8799200515702135e+20,0.0
osmo139scjjcs7dyrc9va6y4q7907junhpaermhjdrj,9,23919640.888888888,26447010.888888888,0.0
osmo139ynza30tg4q764fqmzgnhvy2y570s6uwae2px,1,1000000.0,914210.0,0.0
osmo139yx025ldxgxee3le59j887dg8cqrraxqg0d5j,2,2061892.0,1110678.0,0.0
osmo139z5hlgq0lzkmpcstgv9cwhe9xe87layy0fnqy,1,3200000.0,222694.0,0.0
osmo139zf7ejjy2cxwnx5nvat6e33dcsa3mtqdjfhdq,1,2786358081.0,5023764.0,0.0
osmo13a4dtlz2wrlnxhnvvdkjj99gegn837cpa0vt3e,3,1.293792547000679e+17,1444764381767721.8,0.0
osmo13a4wqj9d4aafdke0kqac97mwyx3kj3h4s4r8pk,5,4.58000000000898e+18,6778716.6,0.0
osmo13a6nz8mej9e9gur525x6d2hfw0ql027n037ee3,1,20000000.0,895069402.0,0.0
osmo13a6sjfg23rty5gndzrmgz39uupfs6trdnkgpum,5,6.400000000029281e+18,9104650.2,0.0
osmo13a8eshca8n8mvjwa227kn4pceau4uh3qfl5xju,19,19526315.789473683,1757097.894736842,0.0
osmo13a8p7wkljyq84lnv9k2jgvctx5sdcqzpk83ss2,3,37666666.666666664,12028540.666666666,0.0
osmo13ac4l90nxnpgv4yd8ga59wq0lqgkynkfve9rk5,1,100.0,6.0,0.0
osmo13aguljt308yzta3x3v5z0n9tjdkjh9uvs08adp,4,132636665.75,58280539738078.25,0.0
osmo13agupr6zsk0gjyj3wynsm03pmhx7y37vafkpkw,5,4.740000000007437e+18,22665106.4,0.0
osmo13aluyh72snykxxr6pm20y264xsaed4dtk9zeu2,3,2.797769066123579e+20,444894812.6666667,0.0
osmo13alv99za4393nzh62lpn48eepjvs84fknv9w9k,1,100.0,6.0,0.0
osmo13anjuhsqu9s8kx0djdz288cwddhmj5symj9rln,1,1.5139199427651529e+19,123857542.0,0.0
osmo13atf0y70e7zw9zqvwlag2r83g75tddtcuh7j2v,1,100.0,6.0,0.0
osmo13atsv376ycnn4d8zpzn79j5fzteglrgzm3k798,4,2749227.25,16326800.5,0.0
osmo13au3wrpl82pcjrf9q69k2eaazpk6v4t6e5n0ec,2,1.67545000002665e+19,1.8681175274535967e+20,0.0
osmo13ausv52kvlj4aqjqeymgkrn8mc94g66rkz22uf,1,100.0,6.0,0.0
osmo13ax35yeuy7t3006mk683ugmrz960uhwdpqtf3m,1,32000000.0,4203311316.0,0.0
osmo13azz57s7kjjwtd3q7kue0mx6lcysatp4wm7gx8,2,832643.5,11252581.0,0.0
osmo13c099j5gj0m6dqwsu9lthyn377nhpdudwfrd65,1,100.0,6.0,0.0
osmo13c4csj6zm68hwlcz7yznhf4tydccyhjry0rmr4,1,24251731913.0,17666.0,0.0
osmo13c65f53v9c4eqxflz2vjj227ggvpx7yng9s94j,4,250000.0,4213149.25,0.0
osmo13cdx2t5catd38llnl9yvrurx000p28gl2snxny,2,1262498.5,3.0134383092314107e+18,0.0
osmo13cej7ha4dhuj6gxhj6wyahqrcdmrcflsa7sep6,1,100.0,6.0,0.0
osmo13cezg82d2n655dkl6gpdqqwcmkvt7ltr9pnekn,1,10500000.0,718961.0,0.0
osmo13cg5pxz3mv59kqacytaymq23u8ullvhh7mppgy,1,100.0,6.0,0.0
osmo13clq4rs47n0305wcg6dyau3rf7lthx7z2fnvpx,1,2100000000.0,216840832987.0,0.0
osmo13cmh5qxvuu5l3q5d5jnj6kvh76ymwy3rsk2l8r,1,100.0,6.0,0.0
osmo13csp6kgayn3mz6670hehs0sv74kqmn8a0xhra3,2,4476238.0,1694500.0,0.0
osmo13cv5esqtg8lfwdj4swalf0qp4fq9ecw8s3m39h,1,100.0,6.0,0.0
osmo13cxl8wnl2xq6a3r4dmcmxp3cre2xnlkqy67qyr,1,77922408.0,1.3822193818890059e+17,0.0
osmo13czrk02cvw6wpal34rfy0yq75xtqzsz9kxu83f,1,100.0,6.0,0.0
osmo13d3ak74cv6ys9jyjwxxupjkucwxlr2kfttnr7r,1,100.0,6.0,0.0
osmo13d3fyqpuds52gz34dr3ckssz84pa59tdnr7fhk,1,100.0,6.0,0.0
osmo13d3x72anhgwcltptemf80evpjm0vmuqedqpta4,1,100.0,6.0,0.0
osmo13d4fv6dracxmy03tzew7zlp95dq3er85napg6c,1,100.0,6.0,0.0
osmo13d57p3yua4s6c8tlwru7pzc82r457t8459nfsu,1,100.0,6.0,0.0
osmo13d8ev923wyxzpe8mjchd3ea6w3ye2hncve7jc3,1,137000000.0,351983251757.0,0.0
osmo13da0lwqh8ym6jkk4nj6wrgl2lsegh0z9qvkm43,1,100.0,6.0,0.0
osmo13dachzat9m98cygq5rpvwrrvd0stdssnfhfmc6,1,100.0,6.0,0.0
osmo13ddzh40kd4hg0xpmvuvuqnwxgvha9tkdkwhqef,1,100.0,6.0,0.0
osmo13dgevrpa8qz503w8ql6eq2h6kep00htu3m89sv,3,1.7333333333334166e+19,6.547423884016997e+17,0.0
osmo13dgfe8ez9jlt3m2p4vsg6fffkxqwyae6fdwlvh,1,100.0,6.0,0.0
osmo13dgmght25cqfl9hjhzd0c6whphuwh5wmw357dy,3,411506.3333333333,426478.3333333333,0.0
osmo13dhg7k7szfl667hqywpge7s2pgk3flypyu93zm,1,8640.0,7108.0,0.0
osmo13djw3h76t970l5hc5rajw42hee2rgsrffm8lhc,3,2145496229.6666667,6478235084.333333,0.0
osmo13dk6rthytkhvx53wz3ph5slyfsdjf32cl3sd4p,1,100.0,6.0,0.0
osmo13dlusajkg2rdyvnvffrav6wzup0s5zu73g3xr4,1,1000000.0,7066794.0,0.0
osmo13dsvtphkzfartedq0l2hylywf54tv2s3mexua8,1,100.0,6.0,0.0
osmo13dv4k95xdm29pcde746wqnww2vvt5g2tsgy4lk,1,13000000.0,892488.0,0.0
osmo13dxg49hnzaevv5rntuf93klcr2q7qnt8av0wf6,8,1.450663698189368e+22,5977308621.0,0.0
osmo13dxkj9tm9yk0nkxp6dzlnu99r5a7x9ju6z7qzv,1,100.0,6.0,0.0
osmo13dywglktgul7t2xrg6nczk0jqwf9ydvtu6gqtv,1,100.0,6.0,0.0
osmo13e0xl8rs5mespu3klvuw3sd5reequu4yulham8,8,625112500.0,865701552.125,0.0
osmo13e3c60vaxxrnht3cu3a9xtgcn5hj96wkvtsx0u,2,7.769192552308372e+19,19246054.0,0.0
osmo13e5609j50wkfqv02pfkwvhdp7qemqxxvlqusc8,4,171497553.25,6008851.5,0.0
osmo13e6n8z0436vcd26etg5frfpnek7w73zya92t47,2,2.5000000026177116e+18,183207831.0,0.0
osmo13e6svcf0dy58ee6z7s8d5jjmt92jz67kth9d8u,7,61851961.571428575,11692925683.142857,0.0
osmo13ecyel869n089rszdnpful7d6qyfg58c8jn4zx,1,100.0,6.0,0.0
osmo13edattd3yu60dgg7ttr05ttjyt9f0v7y2ulasz,1,20000000.0,4.493980634316078e+19,0.0
osmo13ee0z6mu7q0ndr4c5afpyycd90qnycyjsrkneu,1,100.0,6.0,0.0
osmo13eehekx464l2qtl4xfyzggvd77nef22xvz6nyj,2,1490329.5,3.177078751896334e+17,0.0
osmo13efzp63dkzlqmwx4rh8lx46qeegz4uvdmnseh2,1,100.0,6.0,0.0
osmo13ejs90sq7chaslzudjreu35jkadd6lr7w8fa2e,1,100.0,6.0,0.0
osmo13ejzxgpqrmq4fn2ptuw39um4z3d84pc0elywze,1,100.0,6.0,0.0
osmo13elp0jcaetalratfp4kcqukadpp4q74ys3xph6,1,100.0,6.0,0.0
osmo13epk0re82830xtyew5a2c4vp24yl6euelxnfuq,2,7.125000000002838e+18,9944087.0,0.0
osmo13eqwdu43dtux4uc5434y5e94y4cmjjs424parj,1,100.0,6.0,0.0
osmo13ete0z9dvf2f2vss4ptkc37ngp9695623xte7z,1,211352.0,14025.0,0.0
osmo13etzn53jx85wkzvtppyyw40a9m84hksglh2n65,1,100.0,6.0,0.0
osmo13ew7qyrepm66zrv04fd74amn64fhmh2f3qgs90,3,5.166666668826467e+19,15004092.666666666,0.0
osmo13exrl82pmlw5vwuw2am5534vvk9cma0dzjjcnh,1,100.0,6.0,0.0
osmo13exwxhzkvjqs525ep8t4wkss5svelyanfxjtyf,2,863298277.0,22049193.0,0.0
osmo13f3curzm7tcp5pqrkpl8sxwapwy2keyx2gc2zu,365,1.9181480557618596e+16,1143208258623685.5,0.0
osmo13f74p36f3fs42ty4jq6dp62w2z6zmy8pmmq9ag,2,25267181.0,1749567.5,0.0
osmo13f7jm2pmsz9tmnmmdpzznnm3llrnrvv6wyalq6,1,100.0,6.0,0.0
osmo13f7pp05xvn432zrywly70anq0ktsfsmyhzumny,1,315500000.0,2.26567273222972e+20,0.0
osmo13f7ypc7ynq8y0jk446kzmaq52hesa3fvzqgtve,1,100.0,6.0,0.0
osmo13f8u4z9d8e79vg9ecp7jsvss9swwr7r0undjn6,1,100.0,6.0,0.0
osmo13fcsr4ckrutx96tvppldqazplspr0rnyfqefg9,1,2.9e+18,53880.0,0.0
osmo13fdtuj62ed4tnwrxd4g5n3j9qhd4aqpzqd9zq7,5,6.149279718242646e+21,520103768.2,0.0
osmo13fef9xtq4jm2fp6wgvemuewhhk2aqqlu2pwc2n,2,33841997.0,2253657.0,0.0
osmo13fje0nj0xnue0qvqugw72tcwrke92pd4550f56,3,801483.3333333334,54651.666666666664,0.0
osmo13fjpksp5yr5va0h5xcsz9wq0yg7mpm64dkyhy5,1,71476.0,4978.0,0.0
osmo13fk2razns5wus892g46jtsmr7827whyqma6spp,1,100.0,6.0,0.0
osmo13fk5ygly4tfj7g56svul9zytpu7pmyfzqkgfy9,1,42525.0,4645.0,0.0
osmo13flc9tcswn7zmleuezzsxxnzn02rkgrl5cft78,1,92512.0,2448272.0,0.0
osmo13fmu8qwseqtuyftcm4m4hjrc8ag4y44u96g0x2,1,5e+19,21035483.0,0.0
osmo13fmynf7lartwxfx4c3cv3afe07qlckzyq2g27p,1,27000000000.0,2.3451430619235978e+17,0.0
osmo13fp67nvwn7xte03qdklessemfpazftcel757l9,1,500000.0,34815.0,0.0
osmo13fuavrk9q6qaa7a7n4c4nx69yl5qvmvwwfwxev,1,450000.0,376570109.0,0.0
osmo13fuqez5ltduh0ft20xtwuncxtckrcpv002m9ef,1,100.0,6.0,0.0
osmo13fveu9xfcxcw4rrsms3lj0fjk5yqrlxnvr84aq,1,100.0,6.0,0.0
osmo13fxpwchcjv6cy7s6zaqxkggaxznussd4kw8kgu,4,38468792.0,82231165.5,0.0
osmo13fyrv9huq880vkc3unl45grn2klgt5qqr5vtnm,3,1766051.0,931803.6666666666,0.0
osmo13g9aza50mtj8urmgadqr26678ppt29pr88aeey,1,3150000.0,2255834118.0,0.0
osmo13g9jkm3v9mn2fssx89ta92sm3ap5cgtw8xzg70,1,30600000000.0,18042463.0,0.0
osmo13gdkmtt0pr3kjpczpmspkkryauyhxlxdgyumwd,1,414088708.0,257848833.0,0.0
osmo13ge2hr95tgp30dccsptlmyuveutjalh6nnge0j,1,1e+19,5333265.0,0.0
osmo13gedanqvytsc6fud8j9kdmmvdkqjka63t0a9fc,2,5.7637316314660224e+17,2.3470921206423844e+18,0.0
osmo13gelerr2aw4zg7g6uw7xs6ehr4e5c6a8gpq0ax,1,2908155.0,396107.0,0.0
osmo13genx546xctwnryg9fvzkayes7pg0j3w92q49v,1,100.0,6.0,0.0
osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,55,1.2423043968709732e+19,3.2046329418329836e+16,0.0
osmo13gl3gwc5d67ehv83nx97uhjvwmeswnhx920srq,3,10000000.0,673741.3333333334,0.0
osmo13gm0g4hsstf38eefyrtk3qu9t97ufsa7355uqh,1,100.0,6.0,0.0
osmo13gphsnw8u095w60fad7rw09m99pq2xzmp335kp,1,100.0,6.0,0.0
osmo13gq7ezwyf5k38wuvv9nt08janwdmwva7zet6ez,1,100.0,6.0,0.0
osmo13gqun5f87xdp74jqvx4qw6wql0wymuy7xpjupp,1,29000000.0,275866.0,0.0
osmo13gtwjlcq4vj6mgwxg6ef9m93x479h3jcd4pdfw,1,266286011.0,172729.0,0.0
osmo13gu6uzke76x2jwvna9fglyhl5jacprygakqdav,2,5.1500000000022e+18,11839331.5,0.0
osmo13gu73wcxa084n74fhxdgxfv3z8qe5h6em0cj7j,1,5451715.0,82180975.0,0.0
osmo13gx9q6q8cxhym9pzyvjtkgagjqrgwxe0gcleyh,4,7.250000000348392e+17,110170.75,0.0
osmo13gyzchj9aycwtl3p9wz6c98alkcznqpa542ywf,1,100.0,6.0,0.0
osmo13h4vazvsjkm0jzh7jtpf36f6kssg9mrhanwtam,7,9.679255667900453e+18,10783338.714285715,0.0
osmo13h56vj60yv9ymnzxfakr250lm9ycal8wxpl0zc,3,99000000.0,119868451.33333333,0.0
osmo13h7hmkxg88jz7rkxkq9vw5rxnf7srfm53elchs,5,3.1500000000006753e+18,7.650994072746518e+16,0.0
osmo13h8345a6vlyrmdl2yc3k82jkkch9lmwnj0rd3s,1,14000000.0,210714889.0,0.0
osmo13h9d0jrkl2jduad4wmru9gmhjt4wkv0ysxg5tx,1,85000000.0,1350074768.0,0.0
osmo13hcfrlqa8emqrft86uz4qk8jttwjx3ph60qnh2,1,100.0,6.0,0.0
osmo13hdl6hkznfglumgspuevtgvl2sahd8ue0ymlgz,1,100.0,6.0,0.0
osmo13hfft8jgpzvkhyjytpplk303ygklgavpd84vvc,1,100.0,6.0,0.0
osmo13hkpzqgcdese0vqy88kglkhfzck5g3y8fej4xy,10,286157821.8,16847120.9,0.0
osmo13hpj2h75wkpw75gpfc8zrr9vqs77g459muljee,1,73155.0,1828552.0,0.0
osmo13hsaz5fgeej3jmrfxcuz95s2uxjz840yjr32le,2,1.9165993703837168e+19,2.416599370383482e+19,0.0
osmo13hurhu6lk6wqxvnydjk7uf84h0t3j8u5ywsg0s,3,1093671.6666666667,11564023.333333334,0.0
osmo13hvj37tdwk90h034nc2lumetsskdtkjaxja46d,1,100.0,6.0,0.0
osmo13hvwhlyr2pmr6308zjp74hf6m6mzzkzerp6qsa,6,1529891.0,11686370.0,0.0
osmo13hyjdnw4hrtlaxtmvwf3xjc5dzttstzuwdg84v,1,100.0,6.0,0.0
osmo13hyml3hqr4q38wuygmpjaysa4lj6wtmwwwr79u,2,50003848.0,57674192.5,0.0
osmo13j366vdcz0sy6fwae6g7t5pmtnw3ngcgmrxnsw,1,100.0,6.0,0.0
osmo13j3d33etzccfdrkvkncva50hyd9myvd3ptdkfu,7,14545444.42857143,25457282.714285713,0.0
osmo13j89nuq2k5extm3f9kr9mwv8meaelyakmmchrn,1,100.0,6.0,0.0
osmo13j8u483rhmv4avup68lxqf6d49prfar74vdcnh,1,100.0,6.0,0.0
osmo13j9vg3nt0yenupm7q4uxwvkav7p90rrr79d9jq,1,9000000.0,130231335.0,0.0
osmo13jchu7gtqpfp2xng2h53h0drcj6rdkluzeexen,1,100.0,6.0,0.0
osmo13jd6a07wuexr0dtmpve96rpeqdl3ag2hsmp9z0,1,100.0,6.0,0.0
osmo13jemmulmhq3f8yfeqg33w7j4rplz8qldcs87k6,1,100.0,6.0,0.0
osmo13jf2mwlzlchxzmwauj0qer3wtemupmus355c7s,1,13102250.0,4504892.0,0.0
osmo13jj2tp2u8ng2kncvex9wmn3s3lwzpz9kmjnyv7,1,100.0,6.0,0.0
osmo13jk4a68sqhf5v5f7ku65k9mdgrcjk5rxh48ntj,1,100.0,6.0,0.0
osmo13jlfe5qyy6fu37ym05qvh4f4ws82y3f40h7yae,2,1591039.5,125395.5,0.0
osmo13jmarr9kyzqmw3d22nuz27r2p6asehumpj582g,2,23840772.5,99422496.0,0.0
osmo13jmhxt0zzd5sg5h6vrlpkalkzjwfvjs2xf806q,1,100.0,6.0,0.0
osmo13jnl5822jy0k07efjf32sjqt76d7hqndld734p,1,100.0,6.0,0.0
osmo13jryjprtxvny9ka0zmv4qv478p0a7chjyxgujc,3,1141286580.6666667,7281596.333333333,0.0
osmo13jt0wylas5zut020jjngxx8jq3ulqlfzvqkr8p,1,100.0,6.0,0.0
osmo13juf0k40r8suvwds32l93afjm9xv5kytyv4p8g,1,83690000.0,10509651.0,0.0
osmo13jxzw28f6sxn0aqy42te84ywzmpezq4mpmfe48,1,100.0,6.0,0.0
osmo13k05zsupf6w2wzkdjh5edcj2a0cf58fg84qp76,1,100.0,6.0,0.0
osmo13k0ldjdnwvjwuwglvftz7n7emrf9v9l6lavcmj,1,100.0,6.0,0.0
osmo13k6ej3xhj2evrejmw2s5mjlkqndwrsje2jzmtc,1,100.0,6.0,0.0
osmo13k6jh2es62enddqm4w92hghwcjdldz4kyq63kf,1,100.0,6.0,0.0
osmo13k7sr7d9trjguhu8tnkxhvv58yhvjww7x4ghlp,1,100.0,6.0,0.0
osmo13k8w2dh3tldff2wp4zmwy2gz8d0p8regkaplw9,1,100.0,6.0,0.0
osmo13k97fkppwxzhuc4jxxuf3cng3lp9capzy26ech,4,1367500.0,8430350.75,0.0
osmo13karhr8y7l8uvt4k755zxe0vl0nga2243k8zay,1,100.0,6.0,0.0
osmo13kcpjxmmvs3wzdq6n7xl72kfntyxxp9m2qftu2,1,38500000.0,34109518.0,0.0
osmo13ketvyvzqxh6rq08qez3dvekd02uxll6ykr54x,1,6000000.0,10457005557.0,0.0
osmo13kfud2fgkah9recll2q045jeuugj7jng8luntg,7,3928571534085692.5,27679989.0,0.0
osmo13kl9sj7p4ktgqt2sn0m6624dmsav5f36s8le5k,1,100.0,6.0,0.0
osmo13knxg0ufr5s4hacs6k7v843zv730cx0qmaky8m,1,1.5e+19,459788.0,0.0
osmo13kqee04a6kg055x5j36zausuhxtalmtaffvwk7,1,100.0,6.0,0.0
osmo13krgjtv3jk9rf42vqcr3kpa7ztnztzh7grdd83,2,990000.0,10407933.5,0.0
osmo13kuf7qcqnj2hwe7lyxjjup82tvkqd6j3ne8pm9,1,100.0,6.0,0.0
osmo13kv0wwp2rj5km6w2unwwvrha5rxjprzpg8ux9d,1,30660000000.0,241412529.0,0.0
osmo13kvllpe586pc860m46wnwyedanpr8wypl7r99w,2,41652167.5,2676269.0,0.0
osmo13kwgan7x8kluvnyxm73qw6rz9weyuu8qwueklq,1,100.0,6.0,0.0
osmo13kyp6lv5tyngyfkt8yp5r3un5j82mgx0k722dr,1,100.0,6.0,0.0
osmo13l0f9m3puwjncs4l0vxqkux4s455m0vmh5pc04,1,65000000.0,7189926.0,0.0
osmo13l30yrn08lvzpuaw4w40g85nz9l2wrja4lqp9y,1,100.0,6.0,0.0
osmo13l3r8u262m549tz3q88jrs0eem97nydqgv6x8s,3,5.137903236352177e+18,6.809616211635471e+18,0.0
osmo13l3zequxxr7n4e0r0uh0ku6sdey0xdlzcrq3w3,1,80000.0,1199178.0,0.0
osmo13l44fhenlxxm728sqnde25qtfse7kxcml8jnwv,2,5650000.0,5724602.0,0.0
osmo13l5pwylwg9w8jh4a4gr50nt359u4ylkcuzndpy,1,67000000.0,2.2596510194494283e+21,0.0
osmo13l9z649etxwtks676j4rhtlksq0n3fkxldvs84,4,26865491.25,2124256.0,0.0
osmo13led2ds8nwr5xfjsv3p52nzrpu2yhvwdernrrt,1,20000.0,7672616.0,0.0
osmo13leh6cy9g6jl2t78jlcuw5j4q5r8hzjv0j5c30,5,1833718.0,3351124.6,0.0
osmo13lfw7wmj0hehevfv0zafhy2zjvgvwnu9lu39lg,1,1000.0,1125830.0,0.0
osmo13lgc44dejc6sltynvhcq6d4yq9uq9fwpm85rfr,1,67200000.0,988782.0,0.0
osmo13lgxymhwq2kxvm7x9w48lxyhfkgh6sk5srv9hp,1,100000000.0,1255525.0,0.0
osmo13lmh7zyl4rtvvxyx9tszwfv4efsmfz7ar22j7j,6,12123681060.166666,6333420.0,0.0
osmo13lmndfua8c5g0pe8w3vfqdjzamxv3ety0l28tz,1,4785863.0,1781089.0,0.0
osmo13lpyrt8vc9ctl3cnhpmp2sf8aqflnyvrte8ywd,1,70000000.0,13857090.0,0.0
osmo13lsgrexen462t4c3fdc9va2fvlhaehf9tma5t6,1,1.6903968227585055e+20,13552641.0,0.0
osmo13lucu9nssvvngazwqs0vcy6e4my87lqtfjrrwf,2,21500000.0,171294.0,0.0
osmo13lurh0t9w7trmeeza876au3xzgdfkvtw9pfn6d,69,1.4525306913246858e+17,1.9009327395389808e+17,0.0
osmo13lv5edlzuy04mhewtm94mfkz8strc4s2yrvdkz,24,3667771.8333333335,1.9093740516543263e+19,0.0
osmo13lv6ukellq2gw9ylwxvnw8vuy0kmvqtyla4n83,6,2.5000000001520166e+17,16148426.5,0.0
osmo13lzly6934ymemk6k3tzvlu3tl7v7gzq3tz48aw,4,130238252.5,167626863.0,0.0
osmo13m050t4v96jldvmmv9t7xjdcyhhernm04qy4hc,13,16266828.615384616,842738.5384615385,0.0
osmo13m2n8jlg8x8q84npr3alaslyg2z5czgpscn8c9,1,100.0,6.0,0.0
osmo13m3rx48926g6jjta30agfsj03evdsuuk337k20,1,100.0,6.0,0.0
osmo13m4zfxvszzgtpz3t0uvx8wzcjjj6vh8cmtzvhf,1,100.0,6.0,0.0
