TRADER,n_trades,avg_from_amount,avg_to_amount,cluster
osmo1npxpjuk0g948sufe6aqmz39ekc25xmgh284srw,1,100.0,6.0,0.0
osmo1npxt80pdh7hghjj595zw9cs3c7a39xav9hf7t6,2,1132500000.0,374028296.0,0.0
osmo1npzghqg3vz9wknjxjr47vfk6x5mkwdfv2gngu3,1,100.0,6.0,0.0
osmo1nq6hkjtelygcky5cvqssaqaxk9mgq42xxcfekl,1,100.0,6.0,0.0
osmo1nq6jt2y3ly8g7el9pumazy4mw5v0fvj68nm6y7,1,1000000.0,69669.0,0.0
osmo1nq6kwvunawy7cd4q4993qgj49excfs4trva5k3,1,19000000.0,308337360751.0,0.0
osmo1nq6lhhugvn9cfn3zlqtp2c95xksvc2jkv6endv,1,20000000.0,12962542.0,0.0
osmo1nq7uvam7huy3sjwphpes2gyvxgfkzm8vs4vd5x,1,100.0,6.0,0.0
osmo1nq9g72fg3e0zukgwzz7d0fvtprjq92u3fezsue,3,72933.33333333333,3.52557765291993e+17,0.0
osmo1nqdk8m3zglwjsjnmhs84z5757d33apuxxnfmz3,1,150000.0,10134.0,0.0
osmo1nqf4uu5t48k8hf3a8adqc52y6warp02rx5xehx,1,159503126.0,122005305.0,0.0
osmo1nqjkcg55dnrq0w7tv2gfwqg7raurp9j6tp9vrf,1,100.0,6.0,0.0
osmo1nqkteqftyfzvq2wjlc2t4k7k5rv8d4udw0ujx5,1,20000000.0,46535360.0,0.0
osmo1nqlnsa5mzdjqaazsmr2nf2et2ypjzdut90cghk,1,100.0,6.0,0.0
osmo1nqn5gq9q2wdwp86y9rmlradta9cdzd3w7zkquu,3,4.262348313604674e+20,1929712.6666666667,0.0
osmo1nqscp52kxdyskdyql8kx47p99ejma8v4q4fk4h,4,6275000.0,4277520.0,0.0
osmo1nqtfz5zpcu8evgj8tapvyp7n93nhqtvzjdr00q,1,127000000.0,1.1808263627160496e+19,0.0
osmo1nqugmgd4tv2qhht07wndwhnklz7xfwm2xkuz47,1,100.0,6.0,0.0
osmo1nqutv74de7fvsm55qeazc0wsrptyr4695tqtem,79,1272297300.455696,1144890615.177215,0.0
osmo1nqvalskn3d7w5yjtkm07cc9dpc2th7mkt0vyjn,1,200000.0,2998283.0,0.0
osmo1nqwfjhnkv9ntthqke07tyw3r66k94vgjxyh242,1,100.0,6.0,0.0
osmo1nqx8a4yzkvne942tzm2klxpu59pthga4taaqc3,1,100.0,6.0,0.0
osmo1nqzjlwc0j2y70u3hfxqc6c9zwvcg0f6500htg0,2,160000000.0,15332145.5,0.0
osmo1nr0qd4vsngxrwq9nl8lw5jc4uxy246zww66du6,1,100.0,6.0,0.0
osmo1nr2vk683mjwf2v3ht8k7sfqx4x07v90734ad3h,1,100.0,6.0,0.0
osmo1nr4me9jajw72vg7m0zhkqkmu2wafm9whnrsxtr,1,2284000000.0,1886335430.0,0.0
osmo1nr52rslfj0y5zugd0jugy83437yaa3evnlypll,1,734251979.0,9.733210219991103e+18,0.0
osmo1nr5pjhsx94ce86uk353kluwne025w5wvj8nn2d,6,3717235.1666666665,21886.0,0.0
osmo1nr63devsvvh5furqaw8zsevch8e77nymjkvxce,9,1211111.111111111,3.377980384755415e+18,0.0
osmo1nr6m3gx4v9a0dj2vj7ff7xcgusar66cyx3frce,7,1.0292275054016195e+18,278786.85714285716,0.0
osmo1nr6srep99f4xrstn0jvdlta3rn86d28pymgpee,1,100.0,6.0,0.0
osmo1nre5x3fm39xpkdfc2rj9grpetkzq3zqps8507c,1,281400000.0,2726990.0,0.0
osmo1nrkqgmgmqpgny29em8mrezngt7a2xmcmqnfcf3,16,36659142168.375,9.158166722301577e+17,0.0
osmo1nrlkv9aesnucyhtaf0eu3gxmf8h25s5gmtrshz,4,70330825.25,49943.0,0.0
osmo1nrlyxwnj49pkppgdd8l73fvr75hz87ttm3tsrq,1,100.0,6.0,0.0
osmo1nrnjhtaj2rjq9fujaphu72hwszvwvna5zn8p2e,2,82250725.0,12787369.0,0.0
osmo1nrnvl2208af2p7nquw8tah64y46psxgfzygzan,1,16500000.0,1093654.0,0.0
osmo1nrqxpve087j627k065pj4dlnj7qw43kac8530e,1,1622586.0,114260.0,0.0
osmo1nryzeq3nsqewsvc7x7myp7uzvxnlrskd44vx30,1,100.0,6.0,0.0
osmo1nrzdgcg6sfxrz45vze8llvejkjwd3k2vtuxr6t,1,100.0,6.0,0.0
osmo1nrzg88kswuf47gnyfjpxweh6ud4nvkketegdqu,1,100.0,6.0,0.0
osmo1nrzjyaqttwt4yp52d42e09hcnujee3tjkytey6,4,1.500000230001228e+18,2287802.25,0.0
osmo1ns0qvqyst4jq3vk532ersjs33jfamwd564s2r4,1,12920000.0,2055063.0,0.0
osmo1ns2jqc7yw80w9g4hllunra3vvaa6hlmg9n8vle,1,7256767.0,9368352.0,0.0
osmo1ns462vwvnv5sx32t5fsrpja9aftdypc707h2ww,10,2.1960278999097697e+18,257.4,0.0
osmo1ns74p7zqlx62q6z5keggzh5dgetfjcmlug0dud,1,100.0,6.0,0.0
osmo1ns7pr0z30rgk93ffe5kr87hmwzcp6uxh9us20c,3,15666666.666666666,7.725877036480374e+17,0.0
osmo1ns7q5arj73erdjku2f7krp2e5s9a20ccjnw7cv,1,1000000.0,38496483.0,0.0
osmo1ns86264dkvdmpuaccm7597w2skr74ezrlayncj,15,3.188690645883151e+18,1.1135731254819507e+17,0.0
osmo1ns90uy7zkfwmsq48xkk2526mjqzs2xfgsmch0l,4,597830.5,141602.5,0.0
osmo1ns9dvcjy0jw344w3raazlcmqul0v2thatdp82t,1,100.0,6.0,0.0
osmo1ns9zpczrhfy0t55r2jt8p8vc66yq68ju56nv52,1,100.0,6.0,0.0
osmo1nsan3j8vez89kwmyjxejv7nwmq5v2jfh05lq4y,1,100.0,6.0,0.0
osmo1nsaxq9359krel8pxznp2ggxs93rte29u0mqu4t,2,29000000.0,9033641.5,0.0
osmo1nseym6p7au5yrwf05sluqq8k7p7xt44r3m4fd4,1,100.0,6.0,0.0
osmo1nskls7fdzhwdpp3fjx5ghmrcep09ecdqn2fhxs,1,100.0,6.0,0.0
osmo1nskvhu2ml0g9s45ceer2vyr9erk8d8m5p2wxj2,2,1105.0,497.5,0.0
osmo1nsndtq4sghlkppju2csz6e6rmuatgntpce4y2n,1,100.0,6.0,0.0
osmo1nsqawjten5dk79kjrlga5pypkpsf699yqfsmpt,1,100.0,6.0,0.0
osmo1nsqn8yq7wezuyzhyctlrh6jxkyepd8f0p5yrr0,1,4050000.0,534099.0,0.0
osmo1nsrrdnwlxxcqc506mscpxrfd8yhvfxzzhp23jn,2,43475000.0,1355303261.0,0.0
osmo1nstyqedtek80s2arjrjpsmjacu9vgc6ptlctgh,4,1.046028818820652e+20,8796708.25,0.0
osmo1nsustk0nrtk6cxxwtqne2st35tmwnvyr34txa0,1,100.0,6.0,0.0
osmo1nsxrmcgkdqhkm4jgr3p56lagu6qv6vm7lpu7dj,1,10000000.0,149305961.0,0.0
osmo1nsyzwg5dzy9f7dfqaf6xec8wqxc2q4k576eg0f,2,31176409.5,5796448564.5,0.0
osmo1nsz95zyg65yp8w9h0npxev36taxv7plulscq8j,1,120000000.0,7101557.0,0.0
osmo1nt2r7xx5yyexw3pff6jdzlgkyjvqy6gl5ta7aa,1,100.0,6.0,0.0
osmo1nt362ph0q4y0arnlggqtvywu939g9nutrrk7rg,1,242885015.0,81575889.0,0.0
osmo1nt3yk8xkgm4u035kx755jl7ast0yvy39racrm0,1,100.0,6.0,0.0
osmo1nt7dp5k9mt39us2u96gkg037hkgpa6lnyr5yek,1,100.0,6.0,0.0
osmo1nt7xmnpy9d679u9w0k00ctakk5x67t8jdajww8,3,1.1100000000092812e+20,174332398.66666666,0.0
osmo1nt9qag8mly5yq4432vdv9v3my8ytfrl3298pg6,3,3529536922.6666665,1.6360088649270778e+16,0.0
osmo1nt9yfd2h8ux3hjsazsz8crdkys90gv3f8qhs4g,1,100.0,6.0,0.0
osmo1ntaxlywc4mz94la46n9uq9j76sxr4hc5estq5d,3,1316666666.6666667,584093833.3333334,0.0
osmo1ntcvrsk5sds4utcx7z7vjac08ykthjk9ncqcgq,11,140190213.8181818,21153024.545454547,0.0
osmo1ntdq264fwsadn9yvact5xum7zyuvl4c8nvln4a,1,100.0,6.0,0.0
osmo1ntererp96h4z8f3j2fwx08f6z922yw35l2g6z8,1,100.0,6.0,0.0
osmo1ntfu8k42nsf29zwhl48hsdtfpcju882mhmnlzs,1,100.0,6.0,0.0
osmo1ntg63e24lqf0yxv7m4aspme05ldmp5fdd0yed7,1,100.0,6.0,0.0
osmo1ntlja0pjd0d80mmg2rzdhv8dgd28lp2ct8cy33,8,19000.0,218159.75,0.0
osmo1ntlnfz0krg6nwkt5w5affa6y94l7cyvpg65c3y,1,100.0,6.0,0.0
osmo1ntlu3tutzf5f9lpqtkdz84kjzlqhpha35v7jjt,1,100.0,6.0,0.0
osmo1ntnffeae7cn78t66x3ek7ktqkr3jmujkh69dx8,1,420000.0,447043.0,0.0
osmo1ntw8389hxqcxfxk9wvj4ahkaa498x3ggl07qfr,1,4478599.0,412667.0,0.0
osmo1ntzfg0npck8jzk0486rk89quncgsfjkutjrspu,1,100.0,6.0,0.0
osmo1nu5jfcwjcwaqxea9m56w2gwnyaugenyll8q0vv,1,4300000000.0,4048428.0,0.0
osmo1nu5sreaqk9ytntg7x44v06fmr2cu7d9nerc0hx,1,508000000.0,154562651.0,0.0
osmo1nu6c92jd33mgpvghj7wg37qah4xuh0sv7z8jkr,1,100.0,6.0,0.0
osmo1nu8rvdz7h25fuhlcdkuj8url4z3x7ej2a484fa,5,1.6123385865695145e+18,53615723.0,0.0
osmo1nuaavcyexdmgm8t66f5eqgzfmc2agcfn0l2c76,5,323887690.6,8058146215.8,0.0
osmo1nuaedv5ncwrzqk0a57pva533c6zgxcw3hc4a9r,5,3535851.4,33015181.2,0.0
osmo1nue76dxffda8rwyj43hywsqlf5kv2nq2dzut3l,1,8.553423000000092e+18,7.575644156318782e+18,0.0
osmo1nuelzsgkdc0wcxk9zz208qp0w0fcll0a3as2tk,118,547714.4152542372,8071176.423728813,0.0
osmo1nuf07mmr0s2zmns8x0fjm7yqk5ur47zw3qfg09,1,900000.0,15851359.0,0.0
osmo1nujrce7kyx9w7k30nlc4tw8f20ycyrwcpnn2p9,1,626500000.0,9990074757185.0,0.0
osmo1nuky5j38tyw3jzsr729k53hjhfq5tdychmzajx,2,1256000.0,17630634.0,0.0
osmo1nunmclurs4ukpyu7c0dd0l3kgjcsm5z47e69a0,1,100.0,6.0,0.0
osmo1nupldxjjftts02644w2zm8rg524wnjn9teyqhr,1,100.0,6.0,0.0
osmo1nur0msjsw7pqvevzgtdwctf4eajyupjg2e2s6z,1,100.0,6.0,0.0
osmo1nurv5648fy3tuj535j3wd0m3hhrtdhk0gsprpw,6,12672708553.333334,74519325601.16667,0.0
osmo1nuspgf00cfv0g0wph2mvkzarn88y76ty5k397r,2,3250000.0,33714226.0,0.0
osmo1nuv7tx6u6vp5tm7ewymqwfvugvyk4937tz6wup,1,7255475.0,109295551.0,0.0
osmo1nuvlh24n4g5khgqszhla3da0aezvrkrsmqp735,1,26285694.0,3.534938833362783e+18,0.0
osmo1nux92kk4t22lmupzy208ptxkv5xhe7f649557y,4,87500000.0,4069707996.5,0.0
osmo1nuzs7hr5wsef4gqtv7zaadakmlh66vpuckfdjt,1,100.0,6.0,0.0
osmo1nv0apxw9k0p8jn7nra8us5afstwpq6g9dr366x,1,1806196.0,36394641.0,0.0
osmo1nv2egurmqr4xqx3khvj5cttj59ks2449mu5tpe,1,297234057.0,19652389.0,0.0
osmo1nv8vzx00nkscva39d0shwe3k2hjr6lxm2tgd5u,3,1.0000000032266815e+19,280962.6666666667,0.0
osmo1nv900ja5wkjlw89df742ncuznpq4nscnh4rv6n,2,9029432033.0,14714375102.5,0.0
osmo1nvke5tyyzxhm8r2zdkmuym3j62ltwhta4yztmw,2,1500000.0,9185543.0,0.0
osmo1nvkuv9mpkvp2z6uxlpatfhq44hku08qlk3dx29,1,100.0,6.0,0.0
osmo1nvn4sfc3r2d69c7v0j9v7ak87xepz9q59a6ug0,5,314542230.8,43332325.8,0.0
osmo1nvpgw27cn6xpj90xqmwgpdpluj0hyy9xaw8aam,3,6.666666666674064e+18,6829232.0,0.0
osmo1nvr4q6tjz983hmy8ax3hcsplkehjww3dggpuaj,3,1.5333333333370333e+19,50421723.333333336,0.0
osmo1nvrz75nvlvv9redllux7dc9xeuvp6nhnw9s6lk,54,3.0829090397412236e+20,8559776.055555556,0.0
osmo1nvrzr7duxk8fzfdnaxnhud4avcrks36xvax34c,1,2495000000.0,25603998.0,0.0
osmo1nvt26vnm82kpacfgkt4q7a3epnmlng8al25zex,1,100.0,6.0,0.0
osmo1nvwhqvuhz3cuw2jqsd32ke0le5c8d6gvpaugea,1,100.0,6.0,0.0
osmo1nvwt0jcghgp3zgh8lm8f0sherz9ke2xrlm23zm,5,3.6878189962388577e+18,2.366603480712439e+18,0.0
osmo1nvww3cvarzqf2mk8n0jlp6na6apqmxdtghhkpt,1,50000000.0,710694651.0,0.0
osmo1nvxhavmqxanh58m8ey7ws2zdr20rp0334zj2xv,1,60000.0,4085.0,0.0
osmo1nvzkd37yqhw9pn9eljf3mvrneug3hr0raa3tqj,1,1100000000.0,48933841.0,0.0
osmo1nvzuxw4p5tz0uk68nx43udd9sx270g5z2ah9mt,1,100.0,6.0,0.0
osmo1nw0w3l0szt08mg4rqpsm6lvvcjq0k8592a3w83,1,100.0,6.0,0.0
osmo1nw3uavthnjwsgrrjzav2wdg9m0pw7k4f9706xv,1,688000000.0,3961337.0,0.0
osmo1nw3x48l7v90n6mx847vy49hm0nel90ae0zk4ps,1,100.0,6.0,0.0
osmo1nw60aqwacg98s5eg5c6qnkc63zgj7kh3glvvnv,2,231332239.5,188133948.5,0.0
osmo1nw97tyt5eslcsexev2wk5x9fqnth92tvzphr9j,5,380135000.0,3.167080181999322e+18,0.0
osmo1nwa0wrdyrlywwfv7pr2xrjahn9yyezwc39l2ur,1,651538.0,260918.0,0.0
osmo1nwahelpufea4fe3fe2rkl4xm8a00vlssaawwhn,4,9125000.0,332335000.5,0.0
osmo1nwc0g33tcvwss98wx8lszk05rlsg9kjpzwudyk,1,100.0,6.0,0.0
osmo1nwffz6gq7hujqy3nd7tr6jp22jg679na2mh6nm,1,44000000.0,4028481.0,0.0
osmo1nwfug8u9g7na9dzfysuhw4el9jmhvvy7jhtkna,2,18550323.0,23781610.0,0.0
osmo1nwksgcu8h4304cgz08x57zd43ge9cmxwsawjf5,1,100.0,6.0,0.0
osmo1nwkvkm2rwfm9wve2cl3h8gvs7cvcfhj2mcq5su,1,5.674616914719356e+20,547215564.0,0.0
osmo1nwu2zkf4v578lyyyylljkuly8r7qndkputpz3k,4,3.5000000000006675e+17,1332607552.0,0.0
osmo1nwxdf4v28x5de9w7k3v3t88znj5fglryyk204r,1,100.0,6.0,0.0
osmo1nwzrsk8vm0qa25pnt0q2tdja30ecryy832aped,1,100.0,6.0,0.0
osmo1nx0vm6wegr4pwpu2dfq4eve3t7f7q6lm92qcu4,1,100.0,6.0,0.0
osmo1nx2xq6gxg58ne29at96rctuwfafff5p2rgh7s5,1,100.0,6.0,0.0
osmo1nx3myrx0t4hzhzdakfcqtuvfala0nqt2j79pzk,1,100.0,6.0,0.0
osmo1nx4k9c4tvu0suk0raklygsx55uxmv58e5rfuvf,1,100.0,6.0,0.0
osmo1nx5ve6th5w6j2ltz7nuk6r3jjgmlukg8l7mvm7,1,254082977.0,37859409.0,0.0
osmo1nx6jhpwct7rezdvylzlus09x692nn56xv9sf8u,2,3.375e+19,199203361.5,0.0
osmo1nx6xml24zc9dudgmff7cusvufra4cqghpvjz5v,1,100.0,6.0,0.0
osmo1nx7n8sakk2ckm3qeuzxvy7m7stwu3zfw093xgc,1,100.0,6.0,0.0
osmo1nxd64cd6nujsnhkms7v9rahu97c2rd36fpe2pl,6,2.536166666666866e+21,3.4414858412560227e+20,0.0
osmo1nxga94ct4wznlxwcqmx3a3d69z4v26s6lunffh,1,100.0,6.0,0.0
osmo1nxjkntj52w7v9j20fcactpm23046nc2s4z36pq,1,100.0,6.0,0.0
osmo1nxjumxcr25jvmufeg3z0x8af0qg65wemraak3c,1,100.0,6.0,0.0
osmo1nxk03qac5x9ka270snsrh6xwyl94ze5x32q5zz,5,6444000.0,4.347140275602507e+16,0.0
osmo1nxm489uufahfgly4km0qana63jsxdvwx3xd208,13,1.8285462848693762e+19,1459162.3846153845,0.0
osmo1nxq840advtxfqy5ss9kzcs3lxnsr3yg7g5ewja,1,100.0,6.0,0.0
osmo1nxr0zuxc5rxpvafc6k7j8n4u48jfq3vcsk2wp7,1,100.0,6.0,0.0
osmo1nxtgq852sg2z4dpdctnjzph549s7vj8prvmhrc,8,737182225.5,1353630949.375,0.0
osmo1nxuu3lkr0x06p2rvm3y3cynzs7ahkrgzlths8z,1,100.0,6.0,0.0
osmo1nxvcck73kww8vhk5sqxl86444pd6afmthmdntk,2,2162365.5,5823.0,0.0
osmo1nxw6pr8q6usgmd8zd5h3mm8hwn0phe40aktuhc,1,100.0,6.0,0.0
osmo1nxwsx3nds0jnzhd6kluup0pnrdnulunvw0zher,1,100.0,6.0,0.0
osmo1ny26jhyz4cn5we86nef8676acrqermrdq9qz8l,50,9915984858496038.0,1.790748081325626e+20,0.0
osmo1ny34qz9xle6ew2nghzxd0klp03jh5t4us4ek87,1,100.0,6.0,0.0
osmo1ny393h2v7z4df6nphyfhfru738uls0wdrg6ret,1,2400000.0,149954.0,0.0
osmo1ny7jlc034qlpvff8y9pzuzmykhc6kz6fr5anku,4,6.89e+19,21008925.5,0.0
osmo1ny8wtgtma0s20a6pzqwpepky3hxzp8vvfjeg4h,402,7462686579738183.0,2.9480851338933005e+17,0.0
osmo1ny8y5e9js03xnz9wv4s3n4u05yz8x50fpa47a7,1,36500000000.0,2106886.0,0.0
osmo1nya3cee6hyp55zcjntu3l8j7ll4xpa8fz286ym,1,100.0,6.0,0.0
osmo1nyatzw6eyk545rz4s5d7ns0825psm9mgtmywyd,2,33455000.0,173553885.5,0.0
osmo1nyc6eykp7xwuptuy9w09zvt3lrzynez6t4e6wy,1,311.0,8672.0,0.0
osmo1nyd6d808stgjya5nhw3h9hqsk3xg9lyj3yaajv,1,2600000.0,8.753736357151813e+19,0.0
osmo1nyefethgddclh647umfhn5xpsk79ezf9dwjlqg,2,116559998.5,391090.5,0.0
osmo1nyfsz5sszqs7zdp3tyjzcy2jv3gc549kzsvasf,1,100.0,6.0,0.0
osmo1nyh9c3wzm8np2rksw8a5j7ygj6rmrx0wk2cp3r,1,100.0,6.0,0.0
osmo1nyk2ygm2wk0xwtkd6cfaqg5vjpgazrwemml90n,1,100.0,6.0,0.0
osmo1nykrefg9yalrarqxg3dc6grr5hm84dqgjaptdf,1,844169.0,1926169.0,0.0
osmo1nyllh6k0w4z2880zqrjyk0xhxswrt9upjcwx0s,1,25000000.0,34797094.0,0.0
osmo1nymft6acxkqy3c3etu0pfrptxypq73cegt5u2q,1,100.0,6.0,0.0
osmo1nyn6tmerpl0474g3qjehg0y6nqxram407qqmpw,2,1314941.5,1876066.0,0.0
osmo1nys0jf2sckr265s6q7hqa293qr79cp6z2uwqgr,24,40029200.041666664,84344955.08333333,0.0
osmo1nytfugpuvc6f2n2ry4dk549rnumtyncvpudhrq,26,8.22515638660924e+17,2636313.653846154,0.0
osmo1nyu7ltr02hwhdhyglmfxqywu4lzxlyerp7g2zx,1,100.0,6.0,0.0
osmo1nyvjwrlg5xcnk4y9w8rau2snrty0pxauvnj9gk,1,100.0,6.0,0.0
osmo1nywxv7z36akucwpfhd3qlzryg7zwr2mcqaknfj,3,41934735.333333336,15029644.0,0.0
osmo1nyzruhf0ehr83ruxxwqqlz4hu699nrswrzhz55,1,100.0,6.0,0.0
osmo1nz0cp9a788fhgjqxdxypc6uypdzp6568heepkf,1,100.0,6.0,0.0
osmo1nz2va2rdquvapeg7eusz35s3dp3zzpwmjsz4c4,5,7.40000000000595e+18,43044694.8,0.0
osmo1nz2wnzk6299rut2guudxkhw5le48ktu460qh4h,1,100.0,6.0,0.0
osmo1nz4tvcz339p6fd5gvlf9v3dhtv5cvfknk372ha,1,100.0,6.0,0.0
osmo1nz5hy08d8z0sh6r6ze2w5g2g5a7ugdpdhvfkpe,1,544803.0,652715.0,0.0
osmo1nz5qgljljhc7gpfg7wjz055nffrasqj9ewhsfr,2,55670895.5,64171977.0,0.0
osmo1nz787htyt7dxhytuj0pqsjf47gxz55m45xmd5r,1,100.0,6.0,0.0
osmo1nz7px0n3e8jpn6r5f0v00urjk9qhxagmpmkmn0,2,19103970.0,11609434.0,0.0
osmo1nza242xuaaqrarg530qy5fnnzxm8j5nthxvww2,1,100.0,6.0,0.0
osmo1nzcfhtyg4a7lznkcg9s8eew67uy4mccmxzctgy,1,6840000000.0,4609672.0,0.0
osmo1nzfwrs4svhktxs83pd2j6zwm7x5y050l6cwze9,1,26500000.0,25894661.0,0.0
osmo1nzhvxh5l2qfrcu5znf8vppek35us2ru7c5g83t,1,100.0,6.0,0.0
osmo1nzkpm5z0ny2fwz2hkfec72l2k7y3ed2uel99qy,1,100.0,6.0,0.0
osmo1nzl6wcfvnh08mthksn4m0r62k50z5fmkgrcey5,2,730084.0,2285353.0,0.0
osmo1nzmrau4jvcp9ae6f0hktud783wqdfpcualjzy8,2000,3.114326161773209e+18,3.635511179671356e+18,0.0
osmo1nznmkaja2nyh0u2cax22hw5sv2e7phv88zrv99,1,1000.0,664026.0,0.0
osmo1nzqhs49szsc7dgxrj3gvjcwzs5rlwj5vqhynav,1,100.0,6.0,0.0
osmo1nzrtmjhc58qvgjp8700k7cn2fpn3vvx8833wca,1,100.0,6.0,0.0
osmo1nzsw5uq9y8u4e3jw2jdtlt3dmg7v664fcf7rsv,1,100.0,6.0,0.0
osmo1nzu5wj7tnjjjnt4mcewmfsw6u5wxpajtchzl69,1,100.0,6.0,0.0
osmo1nzuatxc2dgxu0c3asr48dmx9d2wqfyqzgdfxqf,2,57970747.5,35056316.5,0.0
osmo1nzutmw5hqat76csr6qggnplemvqf5hczserhuv,1,2000000000.0,136219108.0,0.0
osmo1nzwaxrmagch8m3wvkpw45y56cqp2egx5u0aalc,1,100.0,6.0,0.0
osmo1nzzdvyack8qv63d854g58ktm0xyxhq4s6e33z4,2,84982701.0,295598314.5,0.0
osmo1nzzyrvhap0helx7x8tdjgwf820hsjym96n3aqd,1,100.0,6.0,0.0
osmo1p03zhztxeh0ewuhsq0mj8lnqfquhpp5sk0uj8q,1,70000000.0,90392198.0,0.0
osmo1p0460kzujycjd74wtdm65jvc0sj4p59wksdsq2,1,100.0,6.0,0.0
osmo1p0477hck7l6m3q5gnakds9pzakwk7zt8gkxs3v,1,100.0,6.0,0.0
osmo1p06guptkql3eannp5cl5qeqh27xwhzjqzzf7m3,4,603652856.25,78390184.75,0.0
osmo1p06mqjlckqkks7ymxuejntdz5tt84g9j2r7la9,1,100.0,6.0,0.0
osmo1p07rshpdlgg7vuagmzmncqr5pr7zdn36gh5ct4,1,100.0,6.0,0.0
osmo1p09l5hwjasgkj7m7m55hux86wdttclzwf7g8e4,1,100.0,6.0,0.0
osmo1p09ljhndwfd69cqayducq5pe3ulp3k4lrgdjcl,1,100.0,6.0,0.0
osmo1p0f9kzqyjys58hndselqahgz8u2dfzlzch0kvp,1,100.0,6.0,0.0
osmo1p0gc0mv9haqwx030mq28f0aexg95395fs9wjg9,8,8195187494.5,29751607427.625,0.0
osmo1p0hd52r6zr50thszvajv9qndjhn35m7845lcw3,1,34407293.0,1598536558.0,0.0
osmo1p0ke2x3zvquv8uqfc9udgt96usjm79u8n9l6we,8,69203536.5,1.49208021873872e+19,0.0
osmo1p0ph8s5pmdy4xdu7am7npnlksl7hqguaw3z0de,1,4500000.0,75052.0,0.0
osmo1p0sgj9l8xyaydpah7wml0m68utzsmx0u6utqfq,1,1648886.0,24351712.0,0.0
osmo1p0thq5p7r0qnn3fgn0eta7wnwypk55frswf3z3,1,16243663.0,127898.0,0.0
osmo1p0uesu8nf4fgh8xxmper5gqthd4wz6xtkyg24c,7,1940559.857142857,2.8600787237804628e+16,0.0
osmo1p0v4c9y7r0hgsegw8433s30dctv5p7r6a30run,1,9000000.0,128116064.0,0.0
osmo1p0vuk5ve3dyvhydfz6qqr4cwl8u0k3xqysfv5x,1,997680723.0,18316666.0,0.0
osmo1p0xc8vz6m72velt8xera2quz3xs9ee6c3hullp,1,43402021.0,42108828.0,0.0
osmo1p0xcahay0gvmmc7gvhpsjm99lhzte3t3ysqce7,1,31551548.0,6385796.0,0.0
osmo1p0zhuh73aujnxe69xqnmgl3xzep3a93xfck5ak,4,1.75000000000235e+17,125128.0,0.0
osmo1p2289lqnrt5jh96hrmnq2h90nkvtegzuej5qxq,1,17300000.0,1185639.0,0.0
osmo1p22s9jcydz4r8c7jk4em4gdkq7xp5hsyxps3ce,1,208000000.0,5070393.0,0.0
osmo1p26amvpknfnvfznwe8g25mdsrrj23rnc62n4v2,1,100.0,6.0,0.0
osmo1p29049ga7rs0v9lt0rpyz2xlx6ckqrapenfs3k,1,100.0,6.0,0.0
osmo1p2f2yy8evdfktem4cdsqj78m6e6vz0eutn6e8k,2,1193686578.5,1.0047774200352485e+18,0.0
osmo1p2k5vjcchrydj5ywe7dcangy4supz97xxn3l2j,1,100.0,6.0,0.0
osmo1p2kmgf5tcnxwwnp4gz0gsrjcnn8ugvqfa8ml8r,2,6476254.0,8417182.5,0.0
osmo1p2lrrpzduyvxw44vf50c67f2wqrpzjlllp2kyg,1,100.0,6.0,0.0
osmo1p2peta3lrhuvez6fux4zh0q7vn064t78ykyu43,2,3.921859854170394e+18,107905.5,0.0
osmo1p2py5f4znc7mqr06hrh737q5egl9updpanxl9w,1,1000000000.0,735508252.0,0.0
osmo1p2qvxvd9gtfxjzxzf38hq2nymcwhy9fem67fk9,1,100.0,6.0,0.0
osmo1p2wqaghvyt497cklyy6449xf8armccsuvm9kft,1,140000.0,319609.0,0.0
osmo1p2x9drnu8498s2n7qam22clfx7xjkjpr7sgdpm,1,100.0,6.0,0.0
osmo1p2za49vp9a5wlpugawsuknj0ksq9vj2gt5x82l,1,100.0,6.0,0.0
osmo1p2zdklq2exdp4erad2vl7h567slljfrl32nucz,1,100.0,6.0,0.0
osmo1p33aa05qx5lg6awhc6ufvmdam0rttnh9v28nl7,72,507056499.0972222,471180569.375,0.0
osmo1p35gw6uru054rycfkuxwkqmnr7nkhyuqzgpk86,1,100.0,6.0,0.0
osmo1p36r9qtjvax602d9clsyxwx5wzl0syvxh5v3m8,4,28296453.0,4982659.0,0.0
osmo1p39j5s45antrk2ccpdrv3qwcgfytadmcng7jcd,4,3.750000000001952e+17,207374.75,0.0
osmo1p3agfh6dshaafhcvqgadml5la6l5e6ylclyuzh,1,100.0,6.0,0.0
osmo1p3ctu803e77t8wwh4nf5atwagmjpnu5maqnzrg,36,4.502796312838227e+19,6.465901217511158e+18,0.0
osmo1p3dhj3f2uclx90qa0xhry59tm5a4uudw3m24u0,3,8822948.0,10732011.0,0.0
osmo1p3hnxepksdq88cw0hspre9d5kk9kttdxygvdsc,1,100.0,6.0,0.0
osmo1p3jqffh8crp736qd3wy5t620c2f8pdcu9nkwm2,1,4500000.0,935599.0,0.0
osmo1p3k2mnrrvuztwfwzuta5mhyp4xhhvrq58mkmlh,1,311523126.0,408553237.0,0.0
osmo1p3kq7cxw5ddhgklplyvxzztsl98n8zt295ghqt,1,5.6e+19,1719331.0,0.0
osmo1p3l744n6vntr5qdrwmpf9xx3rff093h3weeyfv,1,100.0,6.0,0.0
