profileid,follower_count,post_count,comment_count,mirror_count
64984,617,418,4,77
824,617,274,6,7
55927,617,243,20,36
14967,617,103,6,2
77922,617,95,1,1
77966,617,50,8,20
63976,616,245,5,44
75656,616,135,11,6
45837,615,369,2,3
69676,615,338,1,42
96401,615,262,1,5
49931,615,128,5,148
50074,615,79,3,57
49039,615,69,11,55
9620,615,3,8,3
22648,614,229,27,78
55602,614,41,1,2
41196,614,30,4,11
28293,614,22,8,122
44034,613,316,11,17
39858,613,181,5,5
85417,613,32,41,63
98965,613,31,2,92
1213,613,30,1,112
3555,612,96,19,76
36616,612,69,42,6
15131,611,65,13,7
48509,611,18,1,4
39482,609,361,7,7
74643,609,64,1,9
74497,609,26,1,1
27655,608,442,4,3
49692,608,54,3,9
34029,608,20,1,1
2087,608,18,3,3
65450,607,307,4,22
63963,607,261,2,47
80245,607,74,1,16
30856,607,71,7,4
3725,607,8,3,12
59228,606,211,15,34
4194,606,156,18,37
56442,606,59,2,33
44857,606,29,9,3
48889,606,17,4,3
19354,605,214,6,7
77319,605,194,3,36
96151,605,164,19,14
73201,605,62,3,2
70854,605,50,1,5
5747,604,22,16,9
113387,604,6,1,5
39302,603,708,23,43
47963,603,355,1,117
16491,602,278,19,85
65753,602,138,5,36
27838,602,94,1,21
88125,602,86,2,26
6578,602,36,8,73
2282,601,252,2,1
31258,601,66,2,2
25112,600,195,4,8
14862,600,83,4,11
452,600,7,7,30
39493,599,99,4,28
15779,599,46,5,3
66391,599,41,1,9
21362,598,206,4,12
87515,597,90,2,8
70710,597,84,23,28
98938,597,31,1,20
59254,596,209,20,36
87790,596,106,4,12
74198,595,258,23,38
27697,595,97,2,15
100167,595,51,3,1
106435,594,118,1,3
686,593,945,8,7
40580,593,152,7,8
70331,593,64,5,28
80588,593,20,2,1
8587,592,203,46,16
16233,592,165,10,14
48925,592,69,2,138
27696,592,41,6,15
5628,592,24,8,102
50369,591,218,16,11
13226,591,74,4,17
20083,591,60,5,4
69524,591,57,1,14
87835,590,113,1,14
34099,590,50,2,32
4351,590,41,5,50
86346,590,38,2,33
98479,590,32,2,22
61141,589,473,7,5
40178,589,210,4,30
71931,589,53,3,14
76372,589,28,10,35
59221,589,21,1,2
63428,588,118,27,219
72850,588,108,5,5
75609,588,44,2,14
86339,588,35,1,20
97455,588,31,2,30
20334,588,27,3,3
103737,587,717,2,2
15367,587,225,13,38
73531,587,135,1,3
59367,587,78,36,128
86359,587,76,1,1
22136,587,51,1,1
77032,587,30,1,75
64504,586,459,3,1
31380,585,1310,9,5
1174,585,450,17,59
48845,585,436,2,47
79077,585,101,7,198
54986,584,462,1,2
5424,584,108,5,4
84767,584,102,1,4
600,584,41,5,63
56797,584,11,2,2
97633,583,44,13,60
20044,583,43,3,23
76305,583,12,1,13
3494,583,10,1,1
47925,582,679,34,580
12534,582,165,8,15
50191,581,236,2,18
16215,581,183,15,31
56900,581,183,3,2
71408,581,70,3,7
48215,581,45,2,1
65874,581,35,1,3
3724,581,13,2,7
59009,580,208,13,28
2449,580,43,3,51
24216,580,37,40,115
5653,580,19,8,7
109572,579,191,1,1
9090,579,166,10,61
13374,579,93,5,35
15251,579,59,7,18
29241,579,34,1,4
19697,578,139,5,8
36145,578,130,26,90
73217,577,173,8,4
78434,577,172,12,31
34637,577,111,2,3
72715,577,84,4,10
39876,577,34,3,11
109990,577,23,60,90
74124,576,548,4,3
87744,576,108,1,3
100583,576,83,3,3
25986,576,70,7,50
50664,576,50,1,4
81582,576,38,1,51
46479,575,861,3,3
35215,575,608,22,119
18289,575,309,34,53
94338,575,203,43,94
6648,575,147,53,55
51718,575,91,4,1
14979,575,73,5,2
72310,575,30,6,225
75628,574,566,7,8
13071,574,140,10,16
45257,574,71,4,17
756,574,63,20,2
32016,573,303,6,10
67241,573,70,1,5
10433,573,2,2,8
15925,572,835,26,34
6559,572,259,4,12
48744,572,102,1,7
83384,572,66,1,32
48110,571,175,15,29
93896,571,156,2,7
31533,571,131,7,25
3348,571,127,4,6
48674,571,108,20,728
101106,571,102,2,39
103237,571,94,14,82
97618,571,84,7,28
60230,571,68,3,3
69347,570,192,3,10
64520,570,137,1,12
68163,569,335,17,100
48831,569,42,7,15
72992,568,1017,2,6
14574,568,674,8,2
47595,568,39,39,611
41499,567,122,4,7
27729,567,97,4,57
69606,567,41,10,14
22101,567,37,3,6
37635,566,735,16,4
27314,566,169,1,1
55528,566,160,11,94
29355,566,74,58,26
13805,566,67,5,9
63965,565,271,15,53
74451,565,91,6,6
60070,565,62,1,8
71071,565,48,2,8
70908,565,28,22,125
97003,564,169,4,44
98259,564,60,5,1
81555,563,45,3,91
29090,563,45,2,3
25234,563,27,2,8
36949,562,650,2,3
65338,562,367,4,28
58197,562,255,14,78
4396,562,212,27,19
343,562,104,9,54
73781,562,93,12,120
19045,562,92,8,97
74993,562,31,45,279
22842,561,364,23,299
93767,561,238,3,4
111368,561,24,26,116
41985,560,1911,1,11
79211,560,176,9,8
1285,560,77,7,13
38721,560,37,5,6
65884,559,167,15,21
64997,559,154,20,30
18306,559,95,4,11
24238,559,34,8,15
41838,558,330,1,3
82651,558,209,10,14
76217,558,86,13,12
74794,558,65,165,133
71940,558,61,2,68
21642,558,28,4,10
23094,557,1010,3,4
16738,557,293,5,4
48756,557,264,6,70
95634,557,194,18,25
48212,557,98,9,10
91390,557,75,1,123
73302,557,54,10,40
25925,557,45,5,28
23552,557,37,4,12
39636,556,422,10,25
63973,556,258,2,51
14205,556,120,27,17
67388,555,179,92,49
5777,555,149,20,12
63679,555,144,24,45
11537,555,119,28,47
37423,555,73,5,7
65929,554,759,12,24
44466,554,131,6,8
47302,554,63,3,15
15268,554,34,10,13
41314,554,32,1,1
5823,553,168,15,7
61395,553,113,5,10
80337,552,59,1,32
83595,551,266,2,8
110107,551,180,7,15
53715,551,151,4,3
73705,551,70,7,48
18176,550,176,180,173
103236,550,92,24,116
65996,550,38,15,38
53212,549,366,1,26
62275,549,108,1,12
15313,549,102,50,126
38252,549,87,5,29
81437,548,331,1,3
76307,548,266,3,12
102597,548,206,10,10
40003,548,183,2,54
13838,548,165,33,7
40912,548,106,2,7
41369,548,18,4,24
40092,547,176,22,13
13951,547,168,3,9
17052,547,157,3,66
12991,546,774,34,61
87387,546,740,3,1
66896,546,307,6,12
41202,546,138,1,4
39804,546,108,6,10
37287,546,105,3,20
3367,546,42,4,36
67064,546,38,1,1
63839,546,35,3,15
43753,546,33,2,7
86366,546,25,20,19
87963,546,8,1,212
2944,545,37,2,39
68676,544,795,2,13
86742,544,177,11,44
74948,544,162,1,61
62412,544,44,2,2
72862,543,807,1,3
60786,543,701,4,6
55564,543,126,4,18
3919,543,63,6,11
99015,543,35,6,28
42772,543,18,2,8
82792,542,113,3,24
96647,542,87,5,165
24250,542,30,9,39
54081,541,603,113,4
47531,541,96,18,65
69135,540,261,1,11
3673,540,79,3,15
26550,540,36,1,14
34541,539,166,3,45
49944,539,84,1,5
73191,539,66,1,7
74134,538,2170,5,36
73532,538,164,1,27
25355,538,151,3,8
234,538,109,6,12
26607,538,42,2,34
78779,537,75,1,4
68072,537,66,1,3
41376,537,59,4,4
13772,537,39,3,8
51755,536,161,2,31
13750,536,124,3,4
46201,536,66,1,2
61887,536,63,1,2
24186,536,57,18,33
20182,536,51,5,7
55069,535,54,1,17
2482,535,40,3,5
48792,535,32,1,6
112092,535,28,27,96
40614,535,21,19,50
60086,535,19,1,13
55076,534,308,7,45
94352,534,197,49,123
31157,534,113,6,14
90305,534,109,1,4
91362,534,88,2,8
55933,534,69,2,4
98534,534,34,2,7
6216,534,30,1,43
34740,533,367,1,2
27657,533,285,11,89
113384,533,159,9,125
13531,533,154,5,22
41156,533,51,23,27
26039,533,40,2,15
25751,533,39,2,27
65292,533,29,3,9
65300,532,255,1,6
91320,532,105,2,71
92333,531,867,4,14
74517,531,221,1,4
109405,531,87,2,6
20052,531,69,8,23
73997,531,51,3,8
531,530,98,54,78
30800,530,83,8,19
93704,530,82,1,7
81595,530,43,2,56
78335,529,95,15,19
49061,529,63,2,8
1216,529,39,46,195
40958,528,610,31,211
1872,528,395,21,67
2818,528,37,1,39
66289,528,19,5,1
60090,527,955,12,70
4601,527,750,10,5
71115,527,673,13,25
15733,527,192,26,31
48419,527,156,3,3
14896,527,82,18,16
30798,527,66,30,41
106208,527,22,1,4
76507,526,669,12,18
40948,526,289,56,67
31111,526,127,8,11
58819,526,65,3,3
45219,526,45,5,15
45709,526,37,1,19
19803,525,509,55,89
15004,525,162,11,23
87221,525,149,40,4
52907,524,463,5,209
25163,524,45,5,44
70598,524,29,1,1
68087,523,154,4,18
53478,523,132,7,18
109373,523,106,6,19
16126,523,91,7,10
112235,523,50,1,2
38699,523,40,1,30
49101,523,20,5,7
67737,522,252,2,2
75930,522,210,12,9
64465,522,155,1,32
17370,522,93,2,7
45892,521,254,3,7
14257,521,228,36,37
16039,521,108,4,10
71846,521,100,1,4
40914,521,61,1,30
50073,521,35,20,16
20385,520,240,18,6
52191,520,141,2,5
74604,520,92,10,9
73905,520,48,1,13
107380,520,41,1,11
83420,520,36,94,257
27784,520,32,2,12
22655,519,186,1,8
31260,519,185,1,4
55643,519,99,1,2
100375,519,49,2,10
9387,519,43,1,44
90648,519,19,1,4
81528,519,18,4,9
85726,518,327,3,167
31114,518,123,20,14
81597,518,85,2,61
3061,518,39,3,28
91004,517,63,4,63
48218,517,53,9,15
45438,516,5442,6,11
41421,516,176,2,5
98860,516,70,6,18
59209,516,26,1,6
47748,515,131,16,47
92820,515,84,3,1
4001,515,18,5,6
80142,515,13,7,19
65113,514,150,5,36
54019,514,85,2,6
65629,514,80,3,281
2421,514,28,1,21
40996,513,99,1,10
60477,513,88,5,7
94343,513,56,2,6
64904,513,44,3,2
4491,513,34,2,34
3616,513,16,1,1
78484,512,333,2,2
21644,512,223,15,42
88833,512,172,57,161
81895,512,164,3,66
17621,512,70,6,2
30467,512,26,3,5
28281,511,320,45,153
95497,511,258,12,5
72030,511,173,1,1
74918,511,155,1,33
52787,511,148,4,10
98017,511,47,1,31
76009,511,45,6,13
77826,511,44,3,7
26034,511,37,4,28
79567,510,118,6,12
11192,510,86,8,189
104826,510,12,2,1
34717,509,364,3,2
44478,509,101,3,11
56323,509,94,5,3
53484,509,54,3,9
15229,509,47,4,41
30659,508,160,29,14
42918,508,104,5,7
87413,508,100,32,15
18315,508,84,1,8
30277,508,75,11,20
94473,508,75,2,65
106868,508,69,2,3
30801,508,62,6,20
13557,508,23,11,14
40282,507,393,2,2
79025,507,334,4,18
83449,507,148,50,20
8084,507,68,4,32
6661,507,35,7,77
27741,507,35,1,1
71851,506,667,3,4
105792,506,282,17,80
73129,506,237,1,9
56339,506,95,2,157
81598,506,40,2,83
104568,506,36,21,16
30641,506,28,2,10
65751,505,122,10,8
69418,505,82,154,126
42062,505,71,1,2
53454,505,50,1,8
48852,505,43,20,23
109879,504,606,2,6
38476,504,511,54,83
71729,504,194,36,76
14601,504,171,10,169
2489,504,37,1,39
77242,504,14,3,19
81306,503,101,6,40
7067,503,40,5,43
108992,503,35,4,2
55128,502,541,2,44
65854,502,120,1,5
85758,502,91,1,218
7576,502,89,55,62
77592,502,53,1,82
93947,501,147,7,6
49902,500,173,6,65
30663,500,150,16,14
67373,500,147,7,88
4255,500,134,30,33
22476,500,117,3,14
81563,500,45,2,63
23100,500,31,9,12
74128,500,13,1,4
45277,499,153,11,86
76048,499,120,1,13
3087,499,86,9,7
88041,499,56,6,70
90590,499,21,43,13
39311,499,9,2,1
13806,498,235,6,14
41307,498,37,2,4
97964,497,141,4,18
37106,497,138,37,17
17078,497,123,11,10
17886,497,65,11,25
73206,497,32,6,26
93917,496,157,1,51
46982,496,149,5,8
54539,496,90,4,57
30633,496,70,10,15
80282,496,43,56,62
37271,496,23,15,24
374,495,497,33,35
100349,495,249,21,42
56853,495,223,23,39
93936,495,142,1,5
57012,495,117,5,2
61135,495,90,1,14
27810,494,204,12,14
82418,494,102,6,7
79024,494,89,11,4
53453,494,68,5,9
3127,494,29,2,22
100345,493,705,86,170
61752,493,234,113,113
45735,493,165,3,92
14288,493,113,13,6
82403,493,112,2,7
82018,493,57,1,25
1359,492,396,4,40
61555,492,69,15,97
111689,492,50,56,60
96009,492,38,7,22
41815,491,2482,2,9
46293,491,204,10,10
87772,491,186,6,12
105664,491,127,1,8
21773,491,88,22,16
92310,491,70,161,4
75518,491,62,2,1
81591,491,42,1,94
10164,491,3,3,1
23670,490,305,23,35
44387,490,233,75,25
98307,490,94,1,34
57182,490,94,1,11
19374,490,79,28,97
62606,490,40,3,4
6596,490,17,2,30
76561,490,8,1,7
32364,489,88,6,10
72144,489,76,1,9
89681,488,528,2,3
83230,488,244,60,44
15607,488,236,14,8
65879,488,161,3,9
87643,488,160,17,40
78776,488,81,1,5
69336,488,62,7,9
81572,488,50,4,72
56983,488,22,3,13
100483,487,330,1,5
18641,487,118,11,24
66103,487,91,2,6
5203,487,29,7,38
1255,486,539,1,1
77394,486,178,42,61
69685,485,226,1,2
76000,485,91,5,14
75544,485,48,2,23
66547,485,38,6,19
27878,485,32,2,16
100738,484,417,142,106
75861,484,376,4,8
53030,484,125,45,71
20075,484,47,5,2
98056,484,43,35,80
1175,484,40,7,9
2796,483,85,23,3
1224,483,80,13,8
39330,483,72,4,7
30462,483,21,5,6
73358,483,19,7,13
68249,483,4,1,1
75343,482,1619,1,12
1604,482,348,13,19
4564,482,114,4,5
15740,482,59,5,4
40938,482,38,3,42
54420,482,30,2,1
4007,482,16,1,19
80237,481,172,2,6
89367,481,122,2,1
77939,481,110,4,18
16335,481,103,4,5
46256,481,73,1,33
27706,481,62,23,67
12887,481,48,7,17
28856,481,38,2,9
112087,481,30,24,80
57556,481,29,1,6
65754,480,323,1,1
48502,480,248,4,6
93523,480,181,8,15
90895,480,156,4,40
74997,480,137,2,6
67566,480,102,1,2
60145,480,62,3,9
8939,480,36,5,3
95997,480,36,3,5
82966,480,15,185,625
40843,479,116,2,52
2988,479,112,1,7
14512,479,87,3,1
64755,479,85,1,7
25149,479,70,1,2
72635,479,14,2,18
84436,478,252,6,32
104747,478,239,1,10
9994,478,122,51,138
83028,478,85,7,84
34416,477,161,6,42
2813,477,118,7,48
66731,477,100,2,2
105071,477,87,1,10
92027,477,57,2,4
16270,477,48,10,10
90149,477,42,2,11
80967,477,31,2,7
42248,477,13,10,97
74237,477,12,1,7
40466,476,57,6,25
22513,476,53,25,58
55831,476,40,2,4
14221,476,9,2,7
56427,475,209,2,24
34763,475,116,9,5
59719,475,95,2,10
43075,475,83,2,1
56068,475,80,2,9
31652,475,57,6,3
87171,475,54,3,5
65325,475,54,1,43
4961,475,23,5,1
4731,474,433,19,19
88318,474,176,7,22
35232,474,125,14,26
51753,474,97,8,8
94133,474,93,1,7
39770,474,26,1,3
14243,473,497,16,6
95173,473,116,138,248
93900,473,91,4,24
27793,473,89,6,31
102959,473,43,2,3
14223,472,360,16,34
72079,472,283,13,58
7498,472,209,7,9
61314,472,71,1,2
7541,472,32,2,7
14239,472,12,8,16
44304,471,214,2,1
46675,471,9,7,16
56825,470,75,19,1
9609,470,46,2,3
26076,470,42,3,6
49515,470,33,4,3
60423,469,147,21,53
84046,469,80,6,27
103768,469,80,5,15
83492,469,74,2,14
55242,469,59,5,29
39716,469,49,1,9
6896,469,43,7,6
17888,469,15,3,3
27656,468,525,22,153
63498,468,510,61,88
103287,468,129,5,5
67364,468,107,6,1
30868,468,80,5,18
48541,468,59,3,6
52819,468,56,1,189
10788,468,41,2,3
9118,468,24,8,4
77785,468,24,3,4
74190,468,12,1,7
34587,468,11,12,14
55135,467,954,6,3
25740,467,74,4,38
64617,467,65,1,19
76906,467,53,5,33
33185,467,40,8,9
6582,466,439,10,144
70606,466,309,3,24
46410,466,191,11,41
99545,466,53,1,5
59732,465,1732,6,2
40082,465,467,5,31
94788,465,394,5,16
92267,465,197,3,30
49678,465,152,7,9
33093,465,110,4,4
107282,465,83,6,71
2433,465,36,83,212
21774,465,28,3,6
53404,464,187,8,16
66179,464,180,2,8
7938,464,168,207,43
44480,464,98,2,10
54490,464,88,1,13
18884,464,43,22,35
26051,464,40,1,6
44138,464,23,3,2
63187,464,15,4,2
35217,463,646,12,108
25325,463,232,4,16
53178,463,220,5,16
77056,463,90,1,1
40997,463,62,1,2
77223,463,28,7,2
12684,463,3,11,2
59815,462,300,1,126
3479,462,209,2,1
52471,462,66,1,12
101314,462,48,1,1
41530,462,47,5,5
20068,462,47,3,1
74733,462,25,9,8
13033,462,23,1,2
18262,461,93,4,8
49228,461,84,4,19
67249,461,54,1,1
81580,461,43,1,97
25210,460,148,153,169
55502,460,98,2,39
18321,460,89,3,10
80254,460,79,1,12
104644,460,32,5,9
2980,460,32,1,18
63801,459,1041,1,1
64882,459,540,41,43
66650,459,177,1,2
48774,459,149,16,33
94064,459,140,1,16
67216,459,118,29,4
78091,459,38,14,5
90681,458,725,3,26
90926,458,186,5,14
94060,458,71,5,11
29108,458,65,4,2
107234,458,64,10,22
58851,458,61,3,1
95590,458,60,1,4
70590,458,32,90,249
92127,458,30,2,1
7133,458,18,18,11
21624,457,203,59,76
39667,457,131,4,6
32360,457,130,9,23
65715,457,126,5,5
44518,456,334,37,9
37153,456,123,68,91
51801,456,105,17,8
4651,456,86,13,5
81567,456,47,2,83
97956,456,46,7,38
81565,456,43,4,76
97105,455,146,1,1
60158,455,122,131,250
27917,455,68,3,10
45191,455,67,2,3
43945,455,50,2,7
38539,455,24,17,8
1030,455,6,2,7
54678,454,637,7,24
90157,454,236,12,20
8326,454,133,2,8
97985,454,43,4,29
91797,454,38,39,25
98234,454,25,2,1
29360,454,6,4,4
71870,454,6,1,7
49210,453,620,10,5
72447,453,217,2,8
78178,453,72,2,4
317,453,67,12,11
68270,453,40,2,1
98596,453,19,12,49
61505,452,204,15,5
44849,452,167,10,68
63170,452,68,67,20
86810,452,64,8,11
52200,452,40,2,8
41976,452,35,41,33
11376,452,31,5,24
13550,451,198,16,180
51751,451,141,4,36
98630,451,132,104,249
68358,451,89,1,9
91196,451,72,9,56
103637,451,34,4,7
73498,451,33,1,5
101230,450,651,26,16
70418,450,373,7,7
8363,450,206,12,8
1550,450,190,10,3
77395,450,165,4,2
41873,450,44,18,126
61982,449,305,67,290
42259,449,293,5,4
62246,449,154,18,18
67992,449,127,2,5
20783,449,93,1,2
29975,449,88,11,40
106834,449,64,1,7
56836,449,57,5,4
77396,449,26,1,4
13719,448,348,8,6
46656,448,216,1,101
27702,448,142,5,24
48408,448,103,31,42
34749,448,84,8,8
70623,448,47,2,101
91522,448,32,22,23
48942,447,662,5,1
33384,447,306,4,26
1085,447,234,28,15
43065,447,131,3,1
66107,447,44,2,5
25449,447,33,1,30
103286,446,296,7,34
110375,446,222,3,2
56403,446,206,4,86
18317,446,88,3,7
24633,446,85,12,1
24210,446,35,32,95
21523,446,32,1,4
1539,446,28,2,3
78068,445,286,4,14
65128,445,181,4,28
1125,445,154,14,77
2758,445,126,1,6
69492,445,104,4,59
93458,445,54,1,50
5296,445,52,15,30
15575,445,23,5,8
75983,445,21,1,16
5767,445,9,5,8
37668,444,319,216,20
91212,444,185,1,1
29493,444,137,12,13
88084,444,127,1,6
100999,444,114,1,6
103837,444,84,14,16
3961,444,40,1,2
14260,444,14,1,39
843,444,2,7,3
62699,443,972,17,30
15512,443,226,67,26
93057,443,196,2,9
47538,443,178,4,17
85536,443,167,2,6
11702,443,29,3,2
30233,443,5,2,2
88330,442,172,12,8
6144,442,109,3,50
27788,442,97,4,22
74057,441,487,3,3
88628,441,119,9,34
12863,441,85,8,1
105482,441,73,11,12
45054,441,47,3,3
85815,441,45,2,5
20558,441,36,8,3
30996,441,24,2,8
42227,441,17,7,118
4028,440,352,17,59
58660,440,195,4,7
62328,440,140,13,17
79118,440,135,2,41
93737,440,62,1,2
48863,440,53,2,13
34506,440,49,5,5
48264,440,46,2,12
107397,440,38,1,3
34246,440,36,6,9
61899,439,156,4,4
53356,439,64,1,13
97905,439,41,1,8
11374,438,291,4,13
28677,438,265,18,32
28159,438,92,6,15
87031,438,82,10,10
87672,438,29,3,2
69025,438,25,1,6
48563,437,298,51,56
49712,437,112,8,1
52532,437,67,5,11
48302,437,37,2,2
44051,437,34,2,20
61195,437,27,1,7
19834,437,22,2,21
40714,436,244,7,60
70329,436,181,2,19
103280,436,109,6,9
18629,436,105,1,13
97627,436,62,1,32
19365,436,56,38,54
106888,436,25,26,8
97858,436,5,3,4
80268,435,3555,28,32
5072,435,1770,4,5
39315,435,189,2,14
76263,435,87,2,7
69405,435,48,8,13
8877,435,40,3,11
87366,434,594,1,2
81531,434,197,1,6
74169,434,179,1,64
25134,434,102,3,4
43388,434,101,5,24
99605,434,54,1,9
4161,434,48,2,22
95308,434,22,3,9
53912,433,587,10,32
102227,433,354,2,22
87273,433,155,13,7
205,433,145,24,33
62160,433,126,1,7
77052,433,97,8,13
19694,433,39,2,15
35070,432,186,6,64
22401,432,160,20,12
87248,432,66,4,5
85782,432,62,4,4
57405,432,50,3,54
49873,432,32,8,10
32753,431,207,5,21
25824,431,206,12,10
105049,431,199,13,22
73626,431,173,26,46
72582,431,169,2,22
21776,431,144,6,6
44298,431,38,2,9
64232,431,36,4,22
91448,430,387,8,106
73362,430,137,8,19
31674,430,130,22,38
72054,430,117,30,378
65184,430,79,5,14
37122,430,68,4,1
99393,430,65,7,59
35828,430,57,36,118
107589,430,28,14,14
27425,429,261,21,26
61096,429,190,64,6
42867,429,175,9,6
2111,429,85,9,1
84627,429,60,3,16
3410,429,10,3,5
7717,429,5,3,5
60395,428,1078,1,3
66269,428,356,3,2
25717,428,83,9,50
76255,428,64,6,24
13014,428,45,117,249
59007,428,39,5,23
44773,428,35,1,1
78333,428,33,21,13
20890,427,162,1,6
31043,427,159,6,3
40430,427,145,4,16
72728,427,112,3,9
46950,427,95,4,5
79955,427,62,3,4
37477,427,23,1,31
2389,426,2086,20,31
54704,426,1313,11,5
59589,426,495,1,1
33023,426,82,27,7
37046,426,64,2,8
40201,426,59,1,3
21259,426,55,1,3
78813,426,47,1,11
107398,426,40,1,8
31092,425,523,7,54
66730,425,398,6,13
86996,425,196,48,33
25828,425,92,14,6
29250,425,86,5,27
39520,425,53,2,3
27956,425,32,2,14
64328,425,29,1,8
42546,425,27,1,204
16575,424,865,2,4
52250,424,197,1,4
31083,424,135,3,2
5985,424,111,1,49
18264,424,104,9,20
16428,424,94,5,4
77079,424,89,1,2
111694,424,63,4,11
18190,424,60,75,206
14023,424,43,2,19
90150,424,35,1,5
2912,424,12,2,22
69122,423,718,5,6
20411,423,609,24,9
7178,423,454,1,2
6003,423,345,22,415
109008,423,218,36,51
80347,423,61,2,3
25921,423,48,4,19
80319,423,15,2,9
92305,423,13,1,6
111267,422,112,4,55
55612,422,87,2,6
12567,422,22,8,1
82410,422,15,1,7
42142,422,6,2,11
4793,421,411,8,5
86659,421,141,3,22
60869,421,74,7,8
65866,421,68,3,14
39373,421,58,2,10
69970,421,54,1,4
14418,421,41,1,15
67719,421,24,1,2
31773,420,344,4,6
61267,420,235,3,2
36703,420,157,18,24
4914,420,40,110,535
30534,420,20,2,6
88322,420,14,9,10
74413,420,11,2,3
826,419,268,23,35
49677,419,196,5,57
56769,419,118,3,5
8401,419,106,14,35
19952,419,98,1,2
20204,419,82,9,14
83695,419,36,50,27
98015,419,34,1,18
35078,418,186,70,108
30589,418,79,48,30
6260,418,63,1,32
74378,418,12,12,37
45995,418,11,7,4
97659,418,9,1,5
37963,417,601,7,7
27404,417,331,6,15
